Row Labels,Accessories,ACE,Advanced Signal Conditioning Modules,Analog Inspection & Test,ANT-5,Attenuators & Backreflector Modules,Benchtop Inspection,BrightJack,CA product,Calibration Plan,Calibrations,CapacityAdvisor Held,CellAdvisor,Certifier,CleanBlast,Common Product,Converged Assurance Support,CT-650,CT-650SM,Digital Inspection & Test,Direct View FM,Dispersion modules,DSAM,DSAM 2300/3300,DSAM Upgrades,DSAM-6300,DTS,EA Support,Education,Ethernet Network Management Tools,Extended Warranty,FIT Generic,FST-2000,FST-2207/2209 DS1,FST-2310,FST-2310-DS3,FST-2310-OC12,FST-2310-OC3,FST-2802 G,GigaStor,HCU1500,HST-3000 SIMs,HST-3000C,HST-3000C-CE,JMEP,Legacy Wireline Services,Location Intelligence Product,Location Intelligence Services,MAP Standalone Switches,"MAP-200 Chassis, Accessories & Software",Misc Hardware,MS-1200D,MTS-5100e,NC Ethernet TT,NetAnalyst Test Management Software,NI - Maintenance,NIMS,nTAPs,Observer,ONT-Jitter,ONX-580,Optical Switch Modules,ORS,OSA,OST,OTDR - FiberComplete modules,Other - Cable,Other - Solutions Classic,PacketPortal SW & Solutions,Passive Chassis,Passive Plug-ins,PathTrak,PI Product,Polatis Cross Connects,Probe Tips,PT Hardware,PT SART,PT SART Support,PT Services,QT-600-10,QT-600-2,RANAdvisor Product,RANAdvisor Services & Support,RCATS Product,Repair,Replacement Parts,RPM2000,RPM-3000,RSAM,SDA,SDA-5000,SDA-5500,SMART Handhelds,SmartClass ADSL,SmartClass E1,SmartClass Ethernet,SMARTClass Fiber,SmartClass HOME,SmartClass Triple Play,SmartID,SmartPocket Handhelds,"Source, EDFA & BBS Modules",Spare Parts,StrataSync,Support Plans,Swept Wavelength Systems,T3AS,TB/MTS 4000 Platform,TB/MTS 8000 Platform,TB/MTS-2000 Platform,TB/MTS-6000 Platform,TB-6000A Transport Module,T-BERD 8000,T-Berd/MTS-5800,Test Devices,Test Productivity Pack,TestPad 2000,TrueSpeed,Ultra FED,Volicon,VSA,VSE-1100,WiFi Smart Accessory,WR 10G Trans/Regen,WR 2.5G Trans/Regen,WR Amplification,WR Common,WS 10G Trans/Regen,WS 2.5G Trans/Regen,XGIG - Ethernet 10G,XGIG - FC 16G,XGIG - Other,XGIG 5k - SAS/SATA 12G,Grand Total
AVANTEC,4.014060878,3.298349389,4,3.766671282,3.674670798,3.122477536,3.967326903,4.763299368,2.397111913,3.489051095,5.699660296,5.44505665,4.518173977,5.696480874,4.14091272,4.398749507,3.16516681,3.017574117,0,0,4,1.803571429,0,7.789738975,5.959740301,5.607630941,5.09287464,3.672359644,4.467325987,4,6.724533393,4.592153524,3.113341589,1,4.319287906,3.923972088,1,5.321100917,3.68881932,4,0,0,0,0,5.524102591,8.935483871,10.21833255,10.21833255,5.524102591,4,4,0,3.542884769,5.09287464,0,4,0,5.089041527,0,4,5.073035503,4,4,4.606388537,4,4.248085777,12,3.414535156,4.113563925,3,7.789738975,0,5.524102591,0,0,5.925373134,5.455815152,0,7,3.86443896,6.525176249,3.579529824,3.983511123,4.037344552,4.963396524,5.397273656,5.397273656,8.764325442,0,6.513397223,6.992957567,6.724533393,6.393695216,7.469096959,4.847471168,7.821932399,5.015979223,4.285416087,3.706164765,5.075892896,4.279597313,3.489051095,0,0,4.415996817,0,4.135395339,0,3.72919428,0,6,4.140327901,4.030530873,4.140028176,0,4.113563925,4.319391635,6.744527277,4.022602542,7,5.09287464,6.031453775,4.135395339,3,7.789738975,4.113563925,4.636531441,4.135395339,3.969076153,4.319391635,4.736091708,3.78718545,5.173641064,539.7863921
AVIAT NETWORKS,3.101796407,2.842105263,0,3.165644172,0,0,0,2,3.058823529,0,3.338735818,3.057471264,2,3.20754717,2,2.701986755,2.708661417,2,0,3.02617801,0,2,3.187319885,4,4,3.054945055,4,2.844036697,2,0,0,3.058823529,2,2,3.057471264,3.057471264,2,0,2,0,3.221688401,3.194508009,0,0,3.058823529,0,0,0,3.058823529,0,0,0,2,4,0,0,0,3.053763441,0,0,3.044247788,0,0,4,0,3.04950495,0,2,4,0,4,4,3.058823529,0,3.061728395,4,0,0,0,3.056179775,4,2,4,2.707692308,2.79541109,4,4,4,3.392592593,3.052631579,4,0,3.056179775,2,3.20754717,0,3.053763441,2.903010033,3.057471264,4,3.209003215,0,0,3.091405184,3.166965889,0,3.058823529,0,2.93111639,3.175059952,0,2.994764398,3.117983963,3.064859632,3.058050383,4,3.058823529,3.054945055,3.107887579,0,4,4,3.058823529,0,4,4,3.056179775,3.058823529,2.708661417,3.058823529,0,3.050505051,3.057471264,279.6923849
AXISPOINT INC,6,0,0,0,0,4.741935484,0,0,0,0,0,4.2,5.084210526,0,0,0,6,6,6,6,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.224489796,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,6,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4.263157895,0,140.7137937
BAE SYSTEMS,0,6.661538462,6.142279164,5.023781863,6.862561847,7.803348392,4.767123288,9,1,1,0,6.807981035,1,4.659751037,0,6.057283845,2.137614679,3.855018587,5,4.19511543,1,8.242105263,5,8.242105263,7.632478632,6.229885057,7.2,2.388429752,2.79020979,6.913043478,5,4.472,7.012269939,8.242105263,5,5.679931779,8.242105263,8.191919192,5,0,5.187977794,2.671501372,4.444168734,4.615397897,6.862561847,9,0,0,6.862561847,5.941869599,0,5,7.197325241,7.2,0,0,0,6.707701637,0,5,1,6.142279164,0,6.807981035,6.142279164,5.850615114,0,2.784172662,6.862561847,5,8.242105263,7.356164384,6.862561847,5,3.587353522,6.572583838,5,0,5,9,9,3.563706564,5.98352456,6.314707024,0,9,9,7.092715232,6.756442648,6.190899095,6.901639344,5,7.550689491,5,4.89489706,8,2.230769231,1,1,0,3.88372093,5,0,4.465073394,2.568965517,5,2.784172662,0,5.298507463,8.4,0,4.755423681,4.863313272,3.569432415,3.841217136,6.862561847,5,2.793103448,1,5,7.2,9,2.784172662,5,8.242105263,6.862561847,4.418604651,2.784172662,3.482758621,5,5,4.986828601,5,617.6803964
BALUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
BARBIZON,3,3,3,3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,0,0,3,3,0,3,0,2.012048193,3,3,3,3,1.141176471,3,0,3,3,3,3,3,0,0,0,3,3,0,3,3,0,0,0,0,3,0,3,0,3,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,1.378947368,0,0,0,3,3,3,3,3,3,3,3,0,3,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,0,3,3,3,3,3,3,262.532172
BEIJING COMTEST,0,12.97471309,6.121212121,11.8556112,17.44111272,4,6.719441211,21.89430894,17.40878912,17.44111272,14.60602258,7.434842956,15.87683139,13.31385093,9.497186544,17.26250895,17.50022392,17.38117806,0,0,8,0,14.36821705,21.9338843,24.4,15.19057063,17.44111272,17.41062844,19.01819141,4,0,14.53129073,23.20652174,0,4,20.42695758,0,21.856,21.89430894,16.90633329,14.56424275,15.52409041,16.44559536,17.94933982,7.102873108,35,0,0,7.102873108,5.428571429,16.83702213,0,6.114285714,17.44111272,0,16.92607953,0,8.226849698,0,4,19.89380765,6.121212121,16.83702213,17.41062844,6.121212121,13.40954478,0,17.44111272,15.17457975,0,21.9338843,18.23837209,7.102873108,0,12.48368008,22.74789916,21.856,0,35,19.93457944,35,14.78134666,11.96347357,12.36981379,13.47805522,18.58443521,18.58443521,35,13.52205571,17.5640763,35,0,13.10765816,21.89430894,0,16.47126437,15.34542116,10.84426559,12.90015395,15.83263246,15.57710412,16.83702213,0,15.59110687,0,0,17.44111272,0,21.60629921,4,8,18.54362691,17.78100375,0,13.3757902,15.17457975,4,17.35270968,17.66672756,35,17.44111272,22.82352941,17.44111272,0,21.9338843,15.17457975,16.45626478,17.44111272,19.29017857,4,4,7.090208798,4,1690.96477
BELL CANADA,10.95961711,8.861842105,3,10.0195599,8.881944444,6.976525822,9.680628272,14,0,14,8.025069638,8.876712329,14,14,9.277173913,7.702290076,8.876712329,5.982394366,3,10.62693785,0,8.881944444,7.873672647,8.881944444,6.939534884,14,14,9.989276139,8.871621622,3,3,14,7.67357513,3,3,9.994565217,3,3,8.876712329,0,8.979068197,9.990202703,10.49304912,9.124197002,8.881944444,0,14,14,8.881944444,3,0,3,6.935779817,14,0,0,0,8.866666667,0,3,14,3,0,8.876712329,3,14,0,8.881944444,8.881944444,0,8.881944444,9.294676806,8.881944444,3,10.80979284,3,6.972222222,0,3,0,14,7.298319328,8,5.982394366,0,14,14,3,10.69026549,5.972972973,3,3,8.871621622,10.69506726,11.56329114,0,10.43384982,14,0,14,14,8.881944444,0,9.310077519,14,3,8.881944444,0,14,0,3,9.297485286,10.38628159,10.77987132,0,8.881944444,3,10.68558952,14,3,14,14,8.881944444,0,8.881944444,8.881944444,14,8.881944444,8.881944444,3,5.37254902,5.295392954,3,959.0548741
BENCHMARK ELECTRONICS,2.673444018,2.305235509,100.6780384,2.510626399,3.849743882,3.296803653,20.43319666,2.629874516,2.242450388,3.794871795,2.661462863,3.690732822,3.290466656,1.785302598,2.705377004,0,2.048957264,2.665456721,4,0,0,2.106557377,0,2.90043256,2.694754944,2.45305631,1.465579209,2.890470997,5.00799975,2.649573654,3.476190476,1.990112798,3.347866863,3.196434395,0,1.759729666,3.196434395,2.5091317,2.051057272,2,2.712460661,0,0,0,3.763296459,1.786885246,3,3,3.763296459,82.80139373,2,4,4.041828271,1.465579209,0,2,0,3.704269351,0,2.952380952,2.450208166,100.6780384,2,2.374106691,100.6780384,2.713185698,0,2.680285564,2.160409556,4,2.90043256,2.474222162,3.763296459,4.620967742,2.472266238,0,1.438487553,1,1.529606039,2.782336785,2.852033317,2.842884382,28.50542619,0,0,1.8,1.8,2.747413086,1.991000899,4.151774786,2.861749591,3.309734513,2.416251747,2.198730645,2.984993263,3.663484727,2.913456359,3.223465611,0,3.625,2.763840515,88.94821478,0,2.716599243,3.120277998,4,3.724558327,5,2.385007706,1.915775037,2.631578947,0,2.832590662,2.750847619,2.599557453,2.160409556,0,3.400886377,2.354363341,1.529606039,1.465579209,1,3.724558327,4,2.90043256,2.160409556,3.165708977,3.724558327,3.276867576,0,33.40188353,0,0,844.2062126
BHARTI AIRTEL,23,0,0,0,0,17.5483871,0,0,0,0,0,15.2,19.03157895,0,0,0,23,23,23,23,0,0,0,0,0,0,0,23,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.30612245,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,23,0,0,0,0,0,0,23,23,23,0,23,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,15.47368421,0,531.7597727
BOEING,0,5.129966981,3.875532327,0,5.237407281,5.972174462,4.017870925,2,2,2,5.405865658,4.9540753,2,2.90308713,0,6.563786576,4.543767849,7.32963398,12,4.132443954,2.699576869,6.652777778,5.938018643,6.652777778,5.889342135,3.074996339,3.397006894,4.706349366,5.244178983,6.967320261,12,3.007415173,5.530983586,12,12,4.871860832,12,3.855670103,6.657534247,0,5.321444374,4.555698266,4.363851292,5.015331514,4.948818059,0,2,2,4.948818059,4.545814747,0,12,6.269307425,3.397006894,0,0,0,4.964169381,0,12,3.049012891,3.875532327,0,5.240837104,3.875532327,3.118387909,0,5.237407281,3.595161523,6.652777778,6.652777778,6.193030503,4.948818059,12,0,7.52407932,7.704058805,0,12,0,2,6.411683128,5.492184298,5.226169458,0,2,2,9.291428571,3.764820249,5.375699552,7.084745763,12,4.219304182,5.004484305,3.864400349,4,4.519489718,2,2,2,2.804317323,6.652777778,0,4.85363986,3.133976703,12,5.237407281,0,3.009723389,4,4.89992242,4.550609222,4.550054461,4.154612751,0,3.595161523,12,4.591200591,3.186657483,12,3.397006894,2,3.595161523,6.652777778,6.652777778,3.595161523,2.966881175,3.595161523,4.214304607,12,9.100175747,6.532352042,12,630.985326
BOICE.NET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555555556,0,0,0,0,0,2.555555556,2.333333333,2.333333333,0,0,0,2.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33333333
BORDER STATES INDUSTRIES,7.700636943,8.806451613,0,7.817767654,0,0,0,3,12,0,12,7.207792208,3,7.215189873,0,7.258064516,7.207792208,3,0,7.537487504,0,0,7.917594655,12,12,7.222222222,12,6.272727273,3,0,0,8.170212766,3,0,7.207792208,7.207792208,0,3,3,0,7.915966387,0,0,7.959183673,7.2,0,0,0,7.2,0,0,0,0,12,0,0,0,7.228915663,0,0,8.457725948,0,0,8.785714286,0,7.651006711,0,3,7.2,0,12,7.268041237,7.2,0,7.972027972,12,0,0,0,7.215189873,7.215189873,3,12,5.7,7.188014101,12,12,7.24137931,7.207792208,7.235294118,12,0,7.215189873,3,7.920863309,0,6.677419355,7.207792208,7.679156909,12,7.915129151,0,0,8.234248788,8.217391304,0,7.2,0,6.68503937,7.782016349,3,8.161550889,7.285714286,8.076923077,7.645247261,7.2,7.2,7.222222222,7.449126413,0,12,12,7.2,0,12,7.2,7.215189873,7.2,5.692307692,7.2,0,7.247191011,7.207792208,669.9284768
BRIGHT HOUSE NETWORKS,22.90612158,16.99882652,12,29.61133603,4.705263158,8.18363965,13.33333333,3,29.61904762,0,0,14.87195457,0,29.19995515,7.846153846,19.04775891,25.80708523,13.43255814,12,22.51353617,0,4.705263158,0,17.26605712,17.8020679,25.09267156,17.76461488,28.06670297,18.836903,7.695652174,19.76879459,30.81955923,7.472392638,4.705263158,29.03530389,22.51321699,4.705263158,4.818181818,12,0,0,32.62806056,0,28.91151928,14.67258002,3,25.27272727,25.27272727,14.67258002,12,0,12,8.839467986,17.76461488,0,0,0,10.77365632,0,12,28.91007562,12,0,22.74995781,12,19.70213926,0,14.54545455,17.26605712,12,17.26605712,20.99319184,14.67258002,12,25.25301738,14.9946182,13.83529412,0,12,22.95348837,22.5,13.17597471,14.17478065,16.93762461,0,17.76461488,17.76461488,18.67644914,21.36974916,19.93187609,22.75496523,20.57940208,17.72466753,21.60469667,28.33963527,21.57927821,30.62425284,42,42,25.61006671,29.60465116,12,0,0,28.61720775,12,33.45341615,0,42,25.7184466,4.762886598,22.23669118,22.31124966,26.27092878,23.20068155,17.26605712,33.45341615,28.5935518,41.10869565,12,17.76461488,18.10727209,33.45341615,12,17.26605712,17.26605712,42,33.45341615,29.03530389,33.45341615,16.7331175,17.09933775,25.62566888,2232.06255
BROCADE,2,2,2,2,2,1.114942529,1.567164179,0,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,2,0,2,2,0,0,0,0,2,0,2,0,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,1.133333333,0,2,0,0,1.757180157,2,2,0,0,0,2,2,2,2,2,2,2,2,0,2,0,0,0,0,2,0,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,0,2,2,2,0,1.533333333,1.114942529,174.2208961
BT GROUP,2.516157205,5.543859649,1,1,1,1,1,1,0,1,5.273570325,6.712643678,8,5.194092827,2.873239437,1,1,6.662921348,0,0,0,0,3.040816327,1,0,1,6.764705882,6.150259067,6.662921348,1,0,5.733333333,1,8,1,5.733333333,8,1,1,1,3.258064516,4.019386107,4.106339468,4.025834909,6.764705882,0,0,0,6.764705882,1,1,0,6.569892473,6.764705882,0,1,0,6.569892473,0,1,3.443298969,1,1,6.712643678,1,0,0,6.764705882,1,0,1,1,6.764705882,0,2.379876797,8,1,0,0,8,8,1,5.047619048,1,2.723119338,1,1,0,1,0,0,0,7.096774194,1,6.569892473,5.803921569,4.197530864,8,8,0,5.644859813,1,0,3.835791544,3.447154472,0,1,0,8,6.014925373,8,3.734375,3.951807229,3.064829822,2.495367847,1,1,1,4.433962264,0,6.764705882,0,1,0,1,1,8,1,1,1,1,1,1,354.5972493
BUCKEYE CABLE VISION,1.822510823,2,2,1.502392344,2,2,1.8125,1,1,0,1,0,1,1.34375,1.635085122,2,1.273809524,1.279069767,0,1.616715139,2,0,1.466707338,1,1,1.095057034,2,1.371134021,1.279069767,0,0,2,0,0,0,2,0,0,0,1,1.37498944,1.67807661,1.627906977,1.619679381,0,1,0,0,0,2,1,0,2,2,1,1,0,0,0,0,0,2,1,2,2,1.496350365,0,1.268292683,1.072847682,0,1,1.239770554,0,0,0,1,1.279069767,0,1,0,1,1.633027523,2,2,1.737259343,1,1,1.183673469,1.164383562,1.107336465,1,0,2,0,1.457627119,1,2,1,0,1,2,0,0,1.416846219,1.391982183,0,2,0,2,0,0,1.462274176,1.287806021,1.416216216,1.739837398,1.072847682,0,2,1.555555556,1,2,0,1.268292683,0,1,1.072847682,1.551470588,1.268292683,1.273809524,0,2,2,0,132.2161704
CABLE MAN,3.48036078,3.580645161,0,0,0,2,2,0,2,0,3.618839948,0,0,3.34314677,0,3.676551997,2,2,0,3.468805704,0,0,0,3.009219699,3.014414219,3.259334006,3.009219699,2,2.719619823,0,3.009219699,2.719619823,0,0,6,4.257668712,0,0,0,0,0,3.657088383,3.587788282,3.514739189,0,0,3.685950413,3.685950413,0,0,0,0,6,3.009219699,0,0,0,0,0,0,3.133755352,0,0,6,0,2,0,2,3.009219699,0,3.009219699,3.157162726,0,0,3.378781134,0,2,0,0,0,0,2,6,6,4.056182751,3.009219699,3.009219699,3.036467549,3.009219699,3.286798179,3.549486179,3.009219699,3.280226134,3.691056911,0,3.014414219,4.425531915,0,0,2,0,0,0,0,2.970630717,0,6,0,0,0,0,3.262197527,0,3.265587434,3.602184797,3.009219699,6,3.700787402,6,0,3.009219699,2,6,0,3.009219699,3.009219699,0,6,6,6,2.723881684,0,3.632083697,254.5668157
CABLE ONDA,6.375991534,8.715859849,0,2,2,5.610619469,4.90513834,2,8,2,10.28964486,2,2,10.11708386,2,10.84892879,5.610619469,5.6,0,7.700380164,0,2,0,10.45287714,10.72976202,12.23199252,9.943068722,3.95215311,9.475185765,0,12.03687879,8.429137388,2,0,24,9.922679666,0,0,2,0,0,9.747808331,9.98767387,9.066054932,2,11,10.93559715,10.93559715,2,0,0,0,9.064220183,9.943068722,0,0,0,2,0,0,9.314677985,0,0,12.76258993,0,4.413043478,11,5.621621622,10.45287714,2,10.45287714,0,2,0,7.405870085,0,5.6,0,0,0,7.016393443,4.36199095,7.256637168,12.76595745,11.14900174,10.45287714,10.45287714,11.43157179,10.72683904,11.84224953,13.63541613,12.03687879,10.5517702,9.860070291,2,11.49763523,9.614824817,2,0,6.130272509,2,2,0,0,8.993526405,0,12.75912409,0,2,11,0,8.429777189,2,7.705889461,0,10.45287714,24,9.815133195,11.26315789,0,9.943068722,7.894106323,12.75912409,2,10.45287714,10.45287714,2,12.75912409,9.052631579,24,9.48324216,2,14.52833479,797.1797139
CABLE ONE,23.31711314,29.7715792,9.00729927,5.224761562,9.00729927,9.810430706,23.9318712,2,3.333333333,0,75.60417575,18,2,85.34699674,5.8134268,51.13279574,5.097706719,7.994581543,18,40.01671623,2,18,0,66.28712563,65.36255473,57.77799496,55.13690063,4.736746529,29.47573119,18,60.93104079,32.30160692,18,18,53.8630137,37.27132846,18,18,18,2,0,55.28269779,50.78866653,32.41024222,18,56.95532088,157.8272981,157.8272981,18,11.80904523,2,18,27.01623654,55.13690063,2,2,0,18,0,18,0,9.00729927,2,45.12162439,9.00729927,3.173403357,180,5.053097345,62.97399555,18,66.28712563,0,18,18,0,9.949044586,6.727443689,0,5.555555556,0,47.56225218,9.015014891,23.56238254,34.79645719,0,68.42201079,68.42201079,0,79.04839293,75.35206312,75.675352,65.41052893,98.61527182,140.7114066,4.424412487,94.57786272,59.60507974,2,0,32.07213801,2,18,0,0,36.64468567,18,45.09359606,0,2,180,18,28.20056511,10.3889957,25.49261898,43.1141913,62.97399555,71.42857143,120.0011389,30.82442748,5.555555556,55.13690063,48.99568873,23.18159806,18,66.28712563,62.97399555,2,23.18159806,22.79006634,71.42857143,34.20201831,14.38709677,64.00959704,4381.02896
CABLE WIRING SPECIALISTS,2.640243902,2.649350649,3,3,3,3,3,0,0,0,2.613207547,3,0,2,3,2.582089552,3,3,3,2.594594595,0,3,0,2.476190476,2.551456311,2,2,3,2.476821192,3,2.476190476,2,3,3,2.648401826,2.476510067,3,3,3,0,2.142444072,2.481675393,2.401709402,2.597678917,3,0,2,2,3,3,0,3,2.79144385,2,0,0,0,3,0,3,2,3,0,2.476510067,3,0,0,3,2.476190476,3,2.476190476,2.297959184,3,3,2.6,3,3,0,3,0,0,3,2.792626728,2.737201365,0,2,2,2.525810324,2.228013029,2.402985075,2.261818182,2.309734513,2.476821192,2.476510067,3,2,2.477419355,0,0,0,0,3,0,2.152671756,2,3,2.476190476,0,0,0,3,2.62962963,3,2.551181102,2.574468085,2.476190476,2.476190476,2.477124183,2,3,2,0,2.476190476,3,2.476190476,2.476190476,0,2.476190476,2.648401826,2.476190476,2.791327913,3,2.476190476,271.726317
CABLEMAS,0,6.547121533,4,5.422094794,6.310158084,4,4,7.314741036,6.134577102,6.9854833,6.701226696,6.979536153,6.642800064,4,5.075241537,8.976943983,5.273015331,5.759907569,0,5.589416656,4,0,4.817880561,6.675808615,4,5.172652428,5.76555687,5.507635372,6.132286884,12,4,5.49503818,8.148148148,12,12,4.986475025,12,9.506493506,4,4,4.531281976,5.402098107,5.498384527,5.706393598,6.9854833,8.156862745,0,0,6.9854833,4,4,0,6.358647096,5.76555687,0,4,0,7.597484277,0,0,5.755816865,4,4,6.304235778,4,6.539282976,0,5.76555687,4,0,6.675808615,4,6.9854833,12,0,8.410933082,6.116363891,0,8.163265306,7.673289183,8.16,5.234770376,5.145935672,7.611857246,5.739284945,4,4,4,4,4,4,4,6.918864046,4,4.893901861,8.052386622,5.295420053,4,4,4,6.175270161,8.163265306,0,0,5.752808989,0,6.310158084,12,6.203228524,12,4,0,7.009275049,0,5.10544116,4,12,4,5.321336127,8.163265306,5.76555687,4,6.310158084,0,6.675808615,4,5.862148411,6.310158084,5.805403277,12,4,7.097842968,7.870967742,694.2524647
CAN-EZ CONSTRUCTION,2.74018039,2.790322581,0,0,0,2,2,0,2,0,2.809419974,0,0,2.671573385,0,2.838275998,2,2,0,2.734402852,0,0,0,2.504609849,2.50720711,2.629667003,2.504609849,2,2.359809912,0,2.504609849,2.359809912,0,0,4,3.128834356,0,0,0,0,0,2.828544192,2.793894141,2.757369594,0,0,2.842975207,2.842975207,0,0,0,0,4,2.504609849,0,0,0,0,0,0,2.566877676,0,0,4,0,2,0,2,2.504609849,0,2.504609849,2.578581363,0,0,2.689390567,0,2,0,0,0,0,2,4,4,3.028091376,2.504609849,2.504609849,2.518233775,2.504609849,2.64339909,2.77474309,2.504609849,2.640113067,2.845528455,0,2.50720711,3.212765957,0,0,2,0,0,0,0,2.485315359,0,4,0,0,0,0,2.631098764,0,2.632793717,2.801092399,2.504609849,4,2.850393701,4,0,2.504609849,2,4,0,2.504609849,2.504609849,0,4,4,4,2.361940842,0,2.816041848,199.2834079
CENTERLINE SOLUTIONS,2,0,0,0,0,1.580645161,0,0,0,0,0,1.4,1.694736842,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408163265,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1.421052632,0,46.9045979
CENTRAL POWER & TELECOM,0,5.171428571,5.181818182,5.746478873,5.181818182,2,5.031141869,2,8,5.181818182,4.9625,5.179104478,8,5.179104478,5.299224806,5.16,6.176470588,5.176470588,0,0,8,0,4.727272727,2,0,5.173913043,5.181818182,5.179104478,5.176470588,2,0,5.792284866,2,0,2,5.179104478,0,2,2,2,4.386363636,5.026067246,5.134831461,4.907053395,5.181818182,0,0,0,5.181818182,4.142857143,2,0,5.171428571,5.181818182,0,2,0,6.169014085,0,2,4.340740741,5.181818182,2,5.179104478,5.181818182,4.790697674,0,5.181818182,5.181818182,0,2,2,5.181818182,0,5.476161738,8,2,0,0,0,0,5.137931034,5.759213759,3.603053435,5.016663474,2,2,0,4.140703518,8,0,0,4.138613861,2,5.784090909,2,6.036363636,8,8,0,5.532338308,2,0,4.962607862,5.146341463,0,5.181818182,0,8,2,8,4.569593148,4.178103719,4.699629172,5.235973154,5.181818182,2,5.173913043,5.815217391,0,5.181818182,0,5.181818182,0,2,5.181818182,8,5.181818182,4.142857143,2,2,4.114285714,2,459.4946156
CENTRO DE TECNOLOGIA DA INFORMACAO,7.680983922,8.755966228,2,8.674658699,4.884205715,2,2,9.046017178,10.58895948,4.884205715,7.514827243,7.997543664,8.062260893,9.919127335,6.068949318,9.137641759,10.2277196,7.97814916,0,0,0,12,9.172936311,6.322920951,6.705498805,9.928404679,8.667348115,8.399447887,7.708229727,5.56097561,0,10.28069899,7.996474747,10.04347826,9.940009931,9.015836526,10.04347826,6.74521923,9.835302666,6.598425197,8.896411997,0,0,0,7.975960148,8.960784314,0,0,7.975960148,2,6.628099174,0,8.010304071,8.667348115,0,6.589147287,0,8.046004357,0,2,8.217002901,2,6.628099174,10.00919325,2,8.217475908,0,7.302782911,7.289138977,0,6.322920951,9.094928627,7.975960148,8,8.318500902,9.558709677,7.142339805,0,8.959183673,9.124112281,7.342906581,8.888348114,7.447292595,9.202140533,8.433681325,5.974362787,5.974362787,8.290437611,8.616847315,8.747700394,8.166953288,0,9.933421107,9.835302666,9.135470747,5.099219292,8.66263422,11.51559308,11.627301,8.35725938,9.71152923,4.884205715,0,8.790718169,8.772824881,0,9.959900339,8,10.723803,9.518480648,12,0,0,0,8.025429527,7.289138977,9.952839487,10.30423112,10.22379791,8.959183673,8.667348115,7.727861771,9.959900339,0,6.322920951,7.289138977,9.613870879,9.959900339,9.914803471,9.952839487,2,6.590284034,9.940009931,880.6024664
